config.attack,config.attack_params.allow_removals,config.attack_params.alpha,config.attack_params.attack_incoming,config.attack_params.clamp,config.attack_params.connect_strategy,config.attack_params.early_stop,config.attack_params.edges_per_injected,config.attack_params.eps,config.attack_params.init,config.attack_params.n_inject,config.attack_params.n_perturbations,config.attack_params.random_start,config.attack_params.sample_size,config.attack_params.seed,config.attack_params.steps,config.attack_params.target_label,config.attack_params.targeted,config.attack_params.undirected,config.budgets.edge_budget,config.budgets.n_inject,config.candidates.K_hop,config.candidates.alpha,config.candidates.neighbor_mode,config.clamp,config.desired_label,config.device,config.graph.attack_incoming,config.graph.undirected,config.model_name,config.opt.alpha_step,config.opt.eps,config.opt.inner_steps,config.opt.outer_rounds,config.seed,config.split,config.target_selection.attack_fraction,config.target_selection.attack_only_illicit,config.target_selection.max_targets,config.target_selection.n_targets,config.target_selection.only_clean_correct,config.target_selection.seed,config.timestamp,metrics.adv_split_metrics.acc,metrics.adv_split_metrics.confusion_matrix_2x2,metrics.adv_split_metrics.f1_macro,metrics.adv_split_metrics.f1_pos,metrics.adv_split_metrics.fraud_predictions,metrics.adv_split_metrics.n_labeled,metrics.adv_split_metrics.precision_macro,metrics.adv_split_metrics.precision_pos,metrics.adv_split_metrics.recall_macro,metrics.adv_split_metrics.recall_pos,metrics.adv_split_metrics.split,metrics.asr,metrics.asr.attacked.attempted,metrics.asr.attacked.success,metrics.asr.attacked.value,metrics.asr.attempted,metrics.asr.pos_neg_on_attacked.asr_neg,metrics.asr.pos_neg_on_attacked.asr_pos,metrics.asr.pos_neg_on_attacked.attempted_neg,metrics.asr.pos_neg_on_attacked.attempted_pos,metrics.asr.pos_neg_on_attacked.succ_neg,metrics.asr.pos_neg_on_attacked.succ_pos,metrics.asr.split.attempted,metrics.asr.split.success,metrics.asr.split.value,metrics.asr.success,metrics.asr.value,metrics.asr_pos_neg.asr_neg,metrics.asr_pos_neg.asr_pos,metrics.asr_pos_neg.attempted_neg,metrics.asr_pos_neg.attempted_pos,metrics.asr_pos_neg.succ_neg,metrics.asr_pos_neg.succ_pos,metrics.attack,metrics.attack_mask_n,metrics.attempted_clean_correct,metrics.clean_split_metrics.acc,metrics.clean_split_metrics.confusion_matrix_2x2,metrics.clean_split_metrics.f1_macro,metrics.clean_split_metrics.f1_pos,metrics.clean_split_metrics.fraud_predictions,metrics.clean_split_metrics.n_labeled,metrics.clean_split_metrics.precision_macro,metrics.clean_split_metrics.precision_pos,metrics.clean_split_metrics.recall_macro,metrics.clean_split_metrics.recall_pos,metrics.clean_split_metrics.split,metrics.f1.macro_adv,metrics.f1.macro_clean,metrics.f1.pos_adv,metrics.f1.pos_clean,metrics.injection.edges_added,metrics.injection.injected_edges,metrics.injection.injected_node_ids,metrics.injection.n_injected_nodes,metrics.mean_confidence_drop.n,metrics.mean_confidence_drop.value,metrics.mean_confidence_drop_clean_correct.n,metrics.mean_confidence_drop_clean_correct.value,metrics.model_name,metrics.n_targets,metrics.roc_auc.adv,metrics.roc_auc.clean,metrics.split,metrics.success,run_dir
FGSM,,,,,,,,0.01,,,,,,,,0,False,,,,,,,,,mps,,,gcn,,,,,,test,1.0,True,,174,True,0,20260120_161436_270028,0.9569053274516457,"[[8301, 132], [249, 159]]",0.7162507117064048,0.45493562231759654,291,8841,0.7586344727798878,0.5463917525773195,0.6870265448762216,0.3897058823529412,test,,,,,174,,,,,,,,,,15,0.08620689655172414,0.0,0.08620689655172414,0,174,0,15,FGSM,174,,0.9586019681031558,"[[8301, 132], [234, 174]]",0.7329124719194609,0.48739495798319327,306,8841,0.7706054653847478,0.5686274509803921,0.705408897817398,0.4264705882352941,test,0.7162507117064048,0.7329124719194609,0.45493562231759654,0.48739495798319327,,,,,174,0.04678035527467728,,,gcn,174,0.8172942780812075,0.8183222773278646,test,,attacks/gcn_fgsm_20260120_161436_270028
FGSM,,,,,,,,0.03,,,,,,,,0,False,,,,,,,,,mps,,,gcn,,,,,,test,1.0,True,,174,True,0,20260120_161437_382664,0.9528333898880217,"[[8302, 131], [286, 122]]",0.6723192610427574,0.3691376701966717,253,8841,0.7244555782404347,0.48221343873517786,0.6417426985023821,0.29901960784313725,test,,,,,174,,,,,,,,,,52,0.2988505747126437,0.0,0.2988505747126437,0,174,0,52,FGSM,174,,0.9586019681031558,"[[8301, 132], [234, 174]]",0.7329124719194609,0.48739495798319327,306,8841,0.7706054653847478,0.5686274509803921,0.705408897817398,0.4264705882352941,test,0.6723192610427574,0.7329124719194609,0.3691376701966717,0.48739495798319327,,,,,174,0.2574930191040039,,,gcn,174,0.8100090563914408,0.8183222773278646,test,,attacks/gcn_fgsm_20260120_161437_382664
FGSM,,,,,,,,0.05,,,,,,,,0,False,,,,,,,,,mps,,,gcn,,,,,,test,1.0,True,,174,True,0,20260120_161438_481557,0.947177921049655,"[[8302, 131], [336, 72]]",0.6041614395485649,0.23567921440261866,203,8841,0.6578909549624354,0.35467980295566504,0.5804681886984605,0.17647058823529413,test,,,,,174,,,,,,,,,,102,0.5862068965517241,0.0,0.5862068965517241,0,174,0,102,FGSM,174,,0.9586019681031558,"[[8301, 132], [234, 174]]",0.7329124719194609,0.48739495798319327,306,8841,0.7706054653847478,0.5686274509803921,0.705408897817398,0.4264705882352941,test,0.6041614395485649,0.7329124719194609,0.23567921440261866,0.48739495798319327,,,,,174,0.486068993806839,,,gcn,174,0.7735637655987333,0.8183222773278646,test,,attacks/gcn_fgsm_20260120_161438_481557
FGSM,,,,,,,,0.1,,,,,,,,0,False,,,,,,,,,mps,,,gcn,,,,,,test,1.0,True,,174,True,0,20260120_161439_606166,0.9412962334577536,"[[8302, 131], [388, 20]]",0.5206231207081417,0.07155635062611806,151,8841,0.5439006546308081,0.13245033112582782,0.5167426985023821,0.049019607843137254,test,,,,,174,,,,,,,,,,154,0.8850574712643678,0.0,0.8850574712643678,0,174,0,154,FGSM,174,,0.9586019681031558,"[[8301, 132], [234, 174]]",0.7329124719194609,0.48739495798319327,306,8841,0.7706054653847478,0.5686274509803921,0.705408897817398,0.4264705882352941,test,0.5206231207081417,0.7329124719194609,0.07155635062611806,0.48739495798319327,,,,,174,0.7533506155014038,,,gcn,174,0.687537056800664,0.8183222773278646,test,,attacks/gcn_fgsm_20260120_161439_606166
FGSM,,,,,,,,0.01,,,,,,,,0,False,,,,,,,,,mps,,,gcn,,,,,,test,1.0,True,,174,True,1,20260120_161440_704824,0.9569053274516457,"[[8301, 132], [249, 159]]",0.7162507117064048,0.45493562231759654,291,8841,0.7586344727798878,0.5463917525773195,0.6870265448762216,0.3897058823529412,test,,,,,174,,,,,,,,,,15,0.08620689655172414,0.0,0.08620689655172414,0,174,0,15,FGSM,174,,0.9586019681031558,"[[8301, 132], [234, 174]]",0.7329124719194609,0.48739495798319327,306,8841,0.7706054653847478,0.5686274509803921,0.705408897817398,0.4264705882352941,test,0.7162507117064048,0.7329124719194609,0.45493562231759654,0.48739495798319327,,,,,174,0.04678035527467728,,,gcn,174,0.8172942780812075,0.8183222773278646,test,,attacks/gcn_fgsm_20260120_161440_704824
FGSM,,,,,,,,0.03,,,,,,,,0,False,,,,,,,,,mps,,,gcn,,,,,,test,1.0,True,,174,True,1,20260120_161441_831573,0.9528333898880217,"[[8302, 131], [286, 122]]",0.6723192610427574,0.3691376701966717,253,8841,0.7244555782404347,0.48221343873517786,0.6417426985023821,0.29901960784313725,test,,,,,174,,,,,,,,,,52,0.2988505747126437,0.0,0.2988505747126437,0,174,0,52,FGSM,174,,0.9586019681031558,"[[8301, 132], [234, 174]]",0.7329124719194609,0.48739495798319327,306,8841,0.7706054653847478,0.5686274509803921,0.705408897817398,0.4264705882352941,test,0.6723192610427574,0.7329124719194609,0.3691376701966717,0.48739495798319327,,,,,174,0.2574930191040039,,,gcn,174,0.8100090563914408,0.8183222773278646,test,,attacks/gcn_fgsm_20260120_161441_831573
FGSM,,,,,,,,0.05,,,,,,,,0,False,,,,,,,,,mps,,,gcn,,,,,,test,1.0,True,,174,True,1,20260120_161442_925718,0.947177921049655,"[[8302, 131], [336, 72]]",0.6041614395485649,0.23567921440261866,203,8841,0.6578909549624354,0.35467980295566504,0.5804681886984605,0.17647058823529413,test,,,,,174,,,,,,,,,,102,0.5862068965517241,0.0,0.5862068965517241,0,174,0,102,FGSM,174,,0.9586019681031558,"[[8301, 132], [234, 174]]",0.7329124719194609,0.48739495798319327,306,8841,0.7706054653847478,0.5686274509803921,0.705408897817398,0.4264705882352941,test,0.6041614395485649,0.7329124719194609,0.23567921440261866,0.48739495798319327,,,,,174,0.486068993806839,,,gcn,174,0.7735637655987333,0.8183222773278646,test,,attacks/gcn_fgsm_20260120_161442_925718
FGSM,,,,,,,,0.1,,,,,,,,0,False,,,,,,,,,mps,,,gcn,,,,,,test,1.0,True,,174,True,1,20260120_161444_014744,0.9412962334577536,"[[8302, 131], [388, 20]]",0.5206231207081417,0.07155635062611806,151,8841,0.5439006546308081,0.13245033112582782,0.5167426985023821,0.049019607843137254,test,,,,,174,,,,,,,,,,154,0.8850574712643678,0.0,0.8850574712643678,0,174,0,154,FGSM,174,,0.9586019681031558,"[[8301, 132], [234, 174]]",0.7329124719194609,0.48739495798319327,306,8841,0.7706054653847478,0.5686274509803921,0.705408897817398,0.4264705882352941,test,0.5206231207081417,0.7329124719194609,0.07155635062611806,0.48739495798319327,,,,,174,0.7533506155014038,,,gcn,174,0.687537056800664,0.8183222773278646,test,,attacks/gcn_fgsm_20260120_161444_014744
MonTiOneTimeInjectionAttack (practical adaptation),,,,,,,,,,,,,,,,,,,20,5,2,500,undirected,,0,mps,True,False,gcn,0.01,0.05,30,3,0,test,1.0,True,,174,True,,20260120_162357_302663,0.9584888587263884,"[[8301, 132], [235, 173]]",0.7318229091461809,0.485273492286115,305,8841,0.7698413277613041,0.5672131147540984,0.7041834076213196,0.42401960784313725,test,,174,1,0.005747126436781609,,0.0,0.005747126436781609,0,174,0,1,,,,,,,,,,,,MonTiOneTimeInjectionAttack (practical adaptation),,,0.9586019681031558,"[[8301, 132], [234, 174]]",0.7329124719194609,0.48739495798319327,306,8841,0.7706054653847478,0.5686274509803921,0.705408897817398,0.4264705882352941,test,0.7318229091461809,0.7329124719194609,0.485273492286115,0.48739495798319327,20,"[[203769, 42913], [203770, 42913], [203771, 42913], [203772, 42913], [203773, 42913], [203772, 203773], [203773, 203772], [203770, 203773], [203773, 203770], [203769, 203773], [203773, 203769], [203769, 203770], [203770, 203769], [203770, 203771], [203771, 203770], [203772, 203770], [203770, 203772], [203772, 203771], [203771, 203772], [203769, 203771]]","[203769, 203770, 203771, 203772, 203773]",5,174,0.004788672551512718,,,gcn,174,0.8176145650955746,0.8183222773278646,test,,attacks/gcn_monti_20260120_162357_302663
MonTiOneTimeInjectionAttack (practical adaptation),,,,,,,,,,,,,,,,,,,50,5,2,500,undirected,,0,mps,True,False,gcn,0.01,0.05,30,3,0,test,1.0,True,,174,True,,20260120_162432_804550,0.9586019681031558,"[[8302, 131], [235, 173]]",0.7321937920851734,0.4859550561797753,304,8841,0.7707758564884744,0.569078947368421,0.7042426985023821,0.42401960784313725,test,,174,1,0.005747126436781609,,0.0,0.005747126436781609,0,174,0,1,,,,,,,,,,,,MonTiOneTimeInjectionAttack (practical adaptation),,,0.9586019681031558,"[[8301, 132], [234, 174]]",0.7329124719194609,0.48739495798319327,306,8841,0.7706054653847478,0.5686274509803921,0.705408897817398,0.4264705882352941,test,0.7321937920851734,0.7329124719194609,0.4859550561797753,0.48739495798319327,50,"[[203769, 42913], [203770, 42913], [203771, 42913], [203772, 42913], [203773, 42913], [203770, 203773], [203773, 203770], [203769, 203770], [203770, 203769], [203769, 203773], [203773, 203769], [203770, 203772], [203772, 203770], [203769, 203772], [203772, 203769], [203772, 203773], [203773, 203772], [203769, 203771], [203771, 203769], [203771, 203773], [203773, 203771], [203770, 203771], [203771, 203770], [203771, 203772], [203772, 203771], [203772, 57079], [203771, 57079], [203769, 57079], [203770, 57079], [203773, 57079], [203771, 79245], [203773, 79245], [203770, 79245], [203769, 79245], [203772, 79245], [203771, 47778], [203773, 47778], [203770, 47778], [203769, 47778], [203772, 47778], [203771, 42372], [203773, 78190], [203770, 78190], [203769, 78190], [203771, 78190], [203772, 78190], [203773, 42372], [203770, 42372], [203769, 42372], [203772, 42372]]","[203769, 203770, 203771, 203772, 203773]",5,174,0.005130822770297527,,,gcn,174,0.8163206288088578,0.8183222773278646,test,,attacks/gcn_monti_20260120_162432_804550
